x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
199.52604,-1.75226,-95.90068,-0.88775,229.33274,-119.43442,Q4,-1.39537,-1.57832,10.40027,-2.6546,True,949.67988
200.30614,1.05231,-99.68228,-0.89125,230.13238,-117.93008,Q3,0.19081,0.77895,11.04086,-6.02865,True,951.68956
198.822,-0.21407,-101.05899,-0.88055,228.62224,-118.72855,Q4,0.72559,-0.36119,13.5243,-1.24783,True,943.5805
200.02023,0.94431,-101.08476,-0.8861,229.82481,-120.3072,Q3,0.45274,-1.60703,9.84375,0.12724,True,949.55875
199.68834,-0.89591,-92.34204,-0.883,229.4811,-118.17993,Q4,-0.07013,-0.03237,14.16766,-0.03035,True,952.27066
200.17368,0.54707,-99.29547,-0.88587,229.9752,-122.51237,Q3,-1.04275,-1.74557,12.69394,2.06706,True,951.22066
200.58799,-0.38476,-101.10216,-0.88466,230.38058,-121.22018,Q3,0.43499,1.56991,10.97496,0.50332,True,952.38888
199.74272,0.37855,-94.74394,-0.8818,229.53179,-121.46324,Q4,1.17717,-1.90599,12.11625,-1.15203,True,951.34161
197.59053,1.07246,-95.81628,-0.89202,227.38783,-117.983,Q4,-0.00525,-0.25367,12.82273,5.62399,True,940.04451
200.23777,-0.51934,-99.10749,-0.8758,230.02102,-121.96056,Q3,0.33867,0.78719,9.88874,4.53455,True,951.6351
200.43818,0.03484,-103.62697,-0.90236,230.2569,-119.59561,Q3,0.22724,0.90346,9.67949,3.808,True,950.3774
201.29037,-0.86435,-102.57385,-0.89348,231.11745,-123.48006,Q2,-0.17099,-1.98585,14.09837,0.5776,True,955.16491
200.41098,-0.07891,-99.80466,-0.89172,230.20314,-121.99253,Q3,-0.39025,-0.82008,13.62414,5.97328,True,952.15258
199.93424,0.00428,-106.29692,-0.89661,229.74795,-120.28518,Q4,0.796,-0.89631,13.69116,1.22558,True,946.52276
201.55321,0.84359,-102.36663,-0.89044,231.37405,-125.02634,Q2,0.0732,0.23873,10.81028,-0.19292,True,956.58274
199.64705,0.05804,-96.47444,-0.88711,229.44738,-118.65709,Q4,1.10952,-0.36421,5.46409,-0.78785,True,949.99802
199.07169,-0.53378,-101.13507,-0.8836,228.85143,-120.86557,Q4,0.29574,0.47664,13.31599,2.76041,True,944.79092
200.87994,0.91961,-97.76048,-0.8925,230.66931,-120.81473,Q3,0.70115,-0.93862,11.36098,1.26804,True,955.51944
200.08492,0.22858,-98.76314,-0.89726,229.87145,-121.30428,Q3,-0.1642,-0.53083,11.83187,0.67319,True,951.04304
197.62567,0.15053,-96.11096,-0.88129,227.40768,-118.15461,Q4,-1.59755,0.253,17.65151,-6.50457,True,940.07287
198.79235,0.18159,-98.85888,-0.89492,228.62247,-117.18004,Q4,1.0533,-1.15786,15.1031,-2.89925,True,944.53233
199.50354,0.47076,-96.4351,-0.89156,229.32858,-121.41027,Q4,0.71904,1.18784,6.93769,-0.09066,True,949.30017
200.3964,0.05891,-99.66367,-0.88748,230.19988,-120.60361,Q3,1.45913,0.34631,13.75491,-0.54603,True,952.15016
198.1816,0.33947,-94.15113,-0.87825,227.97066,-118.5977,Q4,1.48337,-0.4162,6.82627,0.29047,True,943.83243
199.63929,0.09062,-97.15656,-0.89303,229.45719,-118.98681,Q4,-1.80644,0.33688,8.25888,0.23109,True,949.61817
199.29353,0.07474,-103.7854,-0.88068,229.07366,-119.35253,Q4,-1.85331,-0.12497,12.56087,-3.61539,True,944.57495
200.30277,0.58988,-96.51163,-0.88055,230.09223,-120.08187,Q3,1.45729,0.38417,9.88831,-1.71646,True,953.25803
199.65898,-1.50057,-98.76704,-0.88259,229.42292,-120.05944,Q4,0.10924,0.89293,9.35811,1.1983,True,948.91139
199.24765,-0.28836,-101.41122,-0.88403,229.02655,-120.27282,Q4,-0.32304,-0.0421,11.53092,1.8313,True,945.53263
200.76068,-0.68415,-101.99356,-0.89565,230.5882,-124.21257,Q3,0.6876,-1.88312,10.34654,-2.26774,True,952.80663
200.1449,0.98997,-96.57213,-0.88482,229.94581,-118.98017,Q3,0.69174,-1.1935,9.45797,-0.57989,True,952.43845
200.1344,0.88375,-99.55862,-0.88708,229.94249,-120.16128,Q3,0.52489,1.52094,9.4112,-3.11913,True,950.89267
200.08583,0.14356,-107.49433,-0.88961,229.89603,-122.22321,Q3,1.18888,1.47356,8.96346,-6.4344,True,946.68201
199.64222,0.05972,-98.82416,-0.90386,229.46741,-118.83842,Q4,-0.1965,-0.90872,14.16748,-0.55089,True,948.799
199.40138,-1.19066,-100.72528,-0.89396,229.21566,-122.15042,Q4,-1.20211,-0.05499,7.92891,4.12428,True,946.64427
199.42253,1.38948,-99.99519,-0.88313,229.21497,-122.8891,Q4,2.54279,-0.56591,8.70814,-1.10335,True,947.11507
198.98328,0.07768,-99.75126,-0.88958,228.8014,-118.18035,Q4,0.1265,-1.54257,11.21481,0.52231,True,945.04077
200.47705,-0.77139,-97.73675,-0.89707,230.26296,-123.69338,Q3,0.6391,-0.96474,9.33544,-1.73827,True,953.51687
198.48181,0.52756,-97.10799,-0.88572,228.26395,-116.77121,Q4,0.64878,-1.44992,7.78114,2.12941,True,943.85506
199.852,1.03954,-102.38103,-0.88951,229.66914,-124.75111,Q4,-0.94905,1.10058,11.96038,0.11371,True,948.06948
199.46446,-0.16505,-98.76627,-0.88576,229.25709,-119.54483,Q4,1.84047,-0.87792,12.55317,-0.70046,True,947.93915
199.6287,-0.89901,-98.17403,-0.88054,229.41425,-120.74673,Q4,-1.46569,0.13828,8.11744,0.52223,True,949.05648
198.61454,0.00782,-98.88353,-0.90409,228.42498,-120.09991,Q4,-0.78556,-0.53726,8.16071,-0.08938,True,943.63094
201.18839,0.41243,-102.9998,-0.89352,231.00666,-119.87851,Q2,-0.23642,2.07414,15.63526,-1.9761,True,954.44203
200.6336,0.46926,-95.0261,-0.8853,230.4336,-120.85614,Q3,0.25822,2.3919,14.21825,0.163,True,955.65494
200.3073,-0.30654,-102.14576,-0.88589,230.11155,-123.92986,Q3,-1.69779,-1.28066,10.64583,4.18281,True,950.46363
199.25228,-0.48691,-96.47761,-0.88169,229.03522,-119.06179,Q4,1.4665,-1.31547,15.45421,-0.09485,True,948.02262
199.54432,-0.084,-95.48684,-0.89627,229.37732,-121.3253,Q4,-1.90926,1.37166,12.99186,-1.68174,True,949.97818
200.15804,-0.37961,-95.85955,-0.89168,229.97044,-120.53037,Q3,1.08464,-0.25326,10.87058,-3.1844,True,952.86044
200.02887,0.7838,-96.19525,-0.88559,229.82732,-117.76027,Q3,-0.87226,-0.58649,10.88746,-6.45006,True,952.04673
200.03508,1.22216,-100.89126,-0.87984,229.82226,-118.89323,Q3,2.9427312500000005,-2.9744712499999997,9.231,-3.0283,True,949.72975
200.55027,0.79884,-99.41824,-0.89628,230.34894,-117.85318,Q3,-0.09957,-1.23791,13.5248,-2.15497,True,953.04222
201.47403,1.12259,-102.66648,-0.89927,231.28259,-122.45169,Q2,0.1836,0.16382,9.1104,4.23885,True,956.03692
199.28064,0.1638,-97.95831,-0.88718,229.05512,-120.29729,Q4,0.78585,-0.74071,11.80935,8.595101249999999,True,947.42405
198.50861,-1.09738,-98.15745,-0.88899,228.31509,-121.01822,Q4,-2.09816,1.15587,10.66437,-1.05901,True,943.46432
200.50228,0.2403,-102.14908,-0.89458,230.33203,-122.39302,Q3,1.02055,1.55545,10.5579,2.79257,True,951.43686
198.78972,-0.58203,-99.63134,-0.88111,228.56907,-119.17462,Q4,0.65518,-2.08775,12.79361,-4.88084,True,944.13294
198.9411,-0.13614,-98.14411,-0.8822,228.73573,-119.80325,Q4,0.90568,0.6849,9.46206,-2.07233,True,945.63343
199.37991,-0.52103,-98.32146,-0.89297,229.15515,-118.12022,Q4,0.09092,0.37418,13.9716,5.87874,True,947.73882
200.28456,0.38911,-104.17302,-0.88394,230.0752,-124.54343,Q3,0.24831,2.52084,14.834,-5.46449,True,949.33627
197.6847,-0.67965,-95.25707,-0.88829,227.48444,-116.19966,Q4,0.16164,-0.30024,14.35423,2.73721,True,940.79494
198.85382,-1.19316,-101.18202,-0.87706,228.63674,-122.17259,Q4,0.13391,1.35943,13.69323,-4.87184,True,943.67811
199.11559,0.07968,-99.93326,-0.8922,228.93067,-120.882,Q4,0.22023,-1.07551,12.38901,3.29225,True,945.61134
199.41041,-0.12988,-105.36109,-0.9087400000000001,229.2357,-120.60376,Q4,0.33923,1.53664,9.38596,-3.04498,True,944.37151
201.23127,-0.02687,-102.64085,-0.89385,231.03751,-123.97452,Q2,1.71261,2.97404,11.73744,-0.71137,True,954.83595
201.67031,-0.23276,-101.86049,-0.88123,231.45955,-124.2346,Q2,0.65439,-1.87536,10.35143,-0.97206,True,957.42131
201.57802,0.79416,-101.0353,-0.89327,231.37312,-123.11028,Q2,2.41803,2.19002,10.38709,0.82424,True,957.37246
200.35272,0.29295,-99.62272,-0.88417,230.13941,-121.93454,Q3,-0.13137,-2.9744712499999997,11.69103,-0.84625,True,951.95222
200.33179,0.27527,-100.89191,-0.87954,230.13068,-123.37692,Q3,-1.38017,-0.6251,7.36788,-0.85934,True,951.21299
201.24603,0.30866,-97.09528,-0.89472,231.03241,-124.3731,Q2,-0.52718,0.07991,8.81354,2.40517,True,957.68253
200.75998,0.68827,-104.88704,-0.88284,230.54595,-122.98542,Q3,-1.87902,2.04577,10.19944,-1.31254,True,951.35639
